1735,Schnitzer,Anton,46,1809,11,16,,NULL,bauer,Meran__Gratsch,Meran__Meran,erschossen
1736,Thaler,Johann,24,1809,11,21,,NULL,bauer,Meran__Gratsch,Passeier__St. Leonhard,erschossen
1737,Kleon,Georg,32,1809,11,23,,NULL,arbeiter,Meran__Gratsch,Passeier__St. Leonhard,nahkampf
1738,Haller,Sebastian,,1811,10,3,,NULL,bauer,Meran__Gratsch,Meran__Meran,wunde
1739,Waldner,Lorenz,,1810,10,15,,NULL,bauer,Meran__Gratsch,"unknown__Calvi, Corsica",gefang.
1740,Ladurner,Josef,,1809,8,9,,NULL,bauer,Meran__Algund,Sterzing__Sterzing,erschossen
1741,Platter,Johann,,1809,8,13,,NULL,bauer,Meran__Algund,Innsbruck__Berg Isel,erschossen
1742,Haan,Sebastian,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1743,Hinterseeber,Jakob,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1744,Tschöll,Simon,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1745,Ladurner,Johann,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1746,Prantl,Matthias,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1747,Stocker,Jakob,,1809,11,16,,NULL,bauer,Meran__Algund,Meran__Meran,erschossen
1748,Brunner,Matthias,18,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1749,Lanthaler,Anton,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1750,Oberperfler,Johann,,1809,11,16,,NULL,bauer,Meran__Algund,Meran__Meran,erschossen
1751,Ladurner,Jakob,,1809,11,16,,NULL,arbeiter,Meran__Algund,Meran__Meran,erschossen
1752,Thalguter,Peter,,1809,11,20,,NULL,bauer,Meran__Algund,unknown__Jenesien,erschossen
1753,Plantatscher,Michael,,1809,11,20,,NULL,arbeiter,Meran__Algund,unknown__Jenesien,erschossen
1754,Pichler,Anton,,1809,11,24,,NULL,arbeiter,Meran__Algund,unknown__Jenesien,erschossen
1755,Kofler,Thomas,,1809,12,7,,NULL,arbeiter,Meran__Algund,unknown__Jenesien,wunde
1756,Pichler,Anton,24,1809,11,24,,NULL,arbeiter,Meran__Algund,Meran__Meran,wunde
1757,Platatscher,Anton,,1812,3,29,,NULL,arbeiter,Meran__Algund,unknown__unbekannt,wunde
1758,Ladurner,Johann,,1810,6,30,,NULL,arbeiter,Meran__Algund,unknown__unbekannt,wunde
1759,Gamper,Martin,,1809,8,16,,NULL,handwerker,Meran__Partschins,unknown__Paschberg,wunde
1760,Mitterhofer,Johann,24,1809,8,20,,NULL,handwerker,Meran__Partschins,Innsbruck__Berg Isel,wunde
1761,Gstrein,Simon,,1809,11,3,,NULL,bauer,Meran__Partschins,Meran__Meran,wunde
1762,Gamper,Jakob,,1809,11,16,,NULL,bauer,Meran__Quadrat,Meran__Meran,erschossen
1763,Verklaier,Jakob,,1809,11,16,,NULL,wirt,Meran__Partschins,Meran__Meran,erschossen
1764,Torggler,Matthias,,1809,11,16,,NULL,bauer,Meran__Partschins,Meran__Meran,erschossen
1765,Weiracher,Anton,,1809,11,16,,NULL,arbeiter,Meran__Partschins,Meran__Meran,erschossen
1766,Pircher,Josef,,1809,11,16,,NULL,bauer,Meran__Partschins,Meran__Meran,erschossen
1767,Gerstgrasser,Matth.,,1809,11,16,,NULL,arbeiter,Meran__Partschins,Meran__Meran,erschossen
1768,Wielander,Lorenz,,1809,11,16,,NULL,arbeiter,Meran__Partschins,Meran__Meran,erschossen
1769,Höfler,Jakob,,1809,11,16,,NULL,arbeiter,Meran__Partschins,Meran__Meran,erschossen
1770,Schönweger,Josef,,1809,8,1,,NULL,bauer,Meran__Partschins,unknown__Trient,gefang.
1771,Gasser,Simon,,1809,8,1,,NULL,unbekannt,Meran__Partschins,unknown__Trient,gefang.
1772,Götsch,Jakob,,1809,8,13,,NULL,arbeiter,Meran__Naturns,Innsbruck__Berg Isel,erschossen
1773,Schnitzer,Matthias,,1809,11,1,,NULL,bauer,Meran__Naturns,unknown__Halleregg,erschossen
1774,Pircher,Johann,,1809,11,16,,NULL,bauer,Meran__Naturns,Meran__Meran,erschossen
1775,Rieper,Sebastian,,1809,11,16,,NULL,arbeiter,Meran__Naturns,Meran__Meran,erschossen
1776,Hornsteiner,Zeno,,1809,11,16,,NULL,handwerker,Meran__Naturns,Meran__Meran,erschossen
1777,Weithaler,Franz,,1809,11,16,,NULL,bauer,Meran__Naturns,Meran__Meran,erschossen
1778,Santer,Johann,,1809,11,16,,NULL,bauer,Meran__Schnals,Meran__Meran,erschossen
1779,Pircher,Josef,,1809,11,17,,NULL,arbeiter,Meran__Naturns,unknown__Terlan,erschossen
1780,Zipperle,Michael,,1809,5,29,,NULL,arbeiter,Meran__Vernurer,Innsbruck__Berg Isel,erschossen
1781,Prünster,Peter ,22,1809,8,9,,NULL,arbeiter,Meran__Riffian,Sterzing__Sterzing,erschossen
1782,Hanifle,Johann,,1809,11,14,,NULL,bauer,Meran__Vernurer,Meran__Kuens,erschossen
1783,Regele,Peter,,1809,11,15,,NULL,bauer,Meran__Riffian,Meran__Kuens,erschossen
1784,Pirpamer,Johann,,1809,11,27,,NULL,bauer,Meran__Riffian,Meran__Riffian,wunde
1785,Laimer,Johann,32,1809,11,21,,NULL,bauer,Meran__Riffian,Meran__Passeier,erschossen
1786,Hanifle,Georg,,1809,11,14,,NULL,bauer,Meran__Vernuer,Meran__Kuens,erschossen
1787,Erb,Martin,38,1809,12,9,,NULL,bauer,Meran__Riffian,Meran__Passeier,wunde
1788,Prünster,Peter ,,1809,11,19,,NULL,arbeiter,Meran__Passeier,Meran__Passeier,wunde
1789,Pircher,Peter ,40,1809,11,22,,NULL,bauer,Meran__Kuens,Meran__Riffian,wunde
1790,Thaler,Johann,,1809,11,22,,NULL,bauer,Meran__Schönna,Meran__Passeier,erschossen
1791,Mayr,Josef,,1809,11,16,,NULL,bauer,Meran__Schönna,Meran__Schönna,erschossen
1792,Werner,Johann,33,1809,5,25,,NULL,arbeiter,Meran__Hafling,Innsbruck__Berg Isel,erschossen
1794,Untermarzoner,Stephan,,1809,8,5,,NULL,bauer,Klausen__Barbian,Rattenberg__Oberau,erschossen
1795,Klobensteiner,Jakob,,1809,8,5,,NULL,arbeiter,Klausen__Villanders,Rattenberg__Oberau,erschossen
1796,Klobensteiner,Joh.,,1809,8,5,,NULL,bauer,Klausen__Villanders,Rattenberg__Oberau,erschossen
1797,Schmalzl,Peter ,,1809,8,5,,NULL,bauer,Klausen__Villanders,Rattenberg__Oberau,erschossen
1798,Kuenzwalder,Joseg,,1809,8,5,,NULL,arbeiter,Klausen__Villanders,Rattenberg__Oberau,erschossen
1799,Hofer,Bartlmä,,1809,11,21,,NULL,arbeiter,Klausen__Barbian,Klausen__Villanders,wunde
1800,Ribeser,Jakob,,1809,8,29,,NULL,bauer,Klausen__Barbian,Klausen__Villanders,wunde
1802,Anhaus,Matthias,,1809,8,5,,NULL,handwerker,Klausen__Latzfons,Rattenberg__Oberau,vermisst
1803,Saxalber,Josef,,1809,10,NULL,,NULL,handwerker,Klausen__Latzfons,unknown__Pergine,erschossen
1804,Padreider,Martin,,1809,11,25,,NULL,bauer,Klausen__Latzfons,unknown__Seeben,erschossen
1805,Metz,Josef,,1809,11,25,,NULL,bauer,Klausen__Latzfons,unknown__Seeben,erschossen
1806,Anranter,Anton,,1809,11,25,,NULL,handwerker,Klausen__Latzfons,unknown__Seeben,erschossen
1810,Mayr,Johann,,1809,5,24,,NULL,bauer,Klausen__Feldthurns,Innsbruck__Berg Isel,erschossen
1811,Anhaus,Ingenuin,,1809,5,24,,NULL,bauer,Klausen__Feldthurns,Innsbruck__Berg Isel,erschossen
1812,Brunner,Matthias,,1809,5,24,,NULL,bauer,Klausen__Feldthurns,Innsbruck__Berg Isel,erschossen
1813,Pupp,Josef,,1809,11,4,,NULL,bauer,Klausen__Feldthurns,Taufers__Mühlbach,erschossen
1814,Stockner,Josef,,1809,12,6,,NULL,bauer,Klausen__Feldthurns,Hofpgarten__Brixen,erschossen
1815,Kier,Christian,,1809,12,6,,NULL,bauer,Klausen__Feldthurns,Hofpgarten__Brixen,erschossen
1816,Planer,Josef,,1809,12,21,,NULL,bauer,Klausen__Feldthurns,Klausen__Feldthurns,wunde
1817,Riederer,Simon,,1809,12,16,,NULL,bauer,Klausen__Feldthurns,Bozen__Bozen,exekution
1818,Profanter,Anton,,1809,11,6,,NULL,bauer,Klausen__Villnös,unknown__Unterau,erschossen
1819,Leitner,Jakob,,1809,8,8,,NULL,arbeiter,Klausen__Villnös,Gossensaß__Mauls,nahkampf
1820,Strickner,Martin,,1809,8,8,,NULL,handwerker,Klausen__Villnös,Taufers__Mühlbach,erschossen
1821,Kaneider,Georg,,1809,12,21,,NULL,wirt,Klausen__Villnös,Bozen__Bozen,exekution
1822,Stockner,Josef,,1809,12,24,,NULL,handwerker,Klausen__Villnös,Bozen__Bozen,wunde
1823,Frenes,Anton ,,1809,12,24,,NULL,handwerker,Klausen__Kampil,Bozen__Bozen,exekution
1826,Pedratscher,Anton,,1809,NULL,NULL,,NULL,arbeiter,Klausen__Gufidaun,Innsbruck__Berg Isel,wunde
1834,Mayr,Simon,,1809,4,30,,NULL,arbeiter,Kaltern__Girlan,unknown__Alle Laste,erschossen
1835,Stadler,Jakob,,1809,6,9,,NULL,bauer,Kaltern__Kaltern,unknown__Alle Laste,erschossen
1836,Larcher,Josef,,1809,6,9,,NULL,bauer,Kaltern__Kaltern,unknown__Alle Laste,erschossen
1837,Inama,Josef,,1809,10,2,,NULL,bauer,Kaltern__Kaltern,unknown__Lavis,erschossen
1838,Frey,Anton,,1809,11,1,,NULL,bauer,Kaltern__Kaltern,unknown__Terlago,erschossen
1839,Herrnhofer,Peter,,1810,4,14,,NULL,arbeiter,Kaltern__Kaltern,unknown__Mantua,gefang.
1840,Mayrhofer,Johann,,1809,NULL,NULL,,NULL,wirt,Lana__Lana,unknown__Mantua,gefang.
1845,Radmoser,Josef,,1809,5,7,,NULL,bauer,Ritten__Rothwand,Innsbruck__Berg Isel,wunde
1846,Oberrauch,Josef,60,1809,10,8,,NULL,bauer,Ritten__Wolfsgruben,Innsbruck__Berg Isel,wunde
1847,Oberkofler,Georg,,1809,10,8,,NULL,arbeiter,Ritten__Lengmoos,unknown__Alle Laste,erschossen
1848,Vigl,Johann,,1809,11,5,,NULL,handwerker,Ritten__Oberbozen,Bozen__Bozen,erschossen
1849,Murr,Johann,,1809,11,8,,NULL,arbeiter,Ritten__Wangen,unknown__Kuntersweg,erschossen
1850,Angsthofer,Peter,,1809,11,14,,NULL,handwerker,Ritten__Gismann,Ritten__Lengmoos,erschossen
1853,Rauch,Peter,,1809,5,29,,NULL,arbeiter,Kastelruth__St. Michael,Innsbruck__Berg Isel,erschossen
1854,Winkler,Josef,,1809,6,NULL,,NULL,arbeiter,Kastelruth__Völs,Innsbruck__Berg Isel,wunde
1855,Fill,Georg,,1809,6,NULL,,NULL,handwerker,Kastelruth__Seis,Innsbruck__Berg Isel,wunde
1856,Viehweider,Jakob,,1809,11,NULL,,NULL,bauer,Kastelruth__Ratzens,Kastelruth__Ratzens,wunde
1857,Bergmeister,Georg,,1809,5,29,,NULL,sonst.,Kastelruth__St. Ulrich,Innsbruck__Berg Isel,erschossen
1858,Metz,Peter,,1809,6,5,,NULL,bauer,Kastelruth__St. Christian,Innsbruck__Berg Isel,wunde
1859,Wenter,Dominik,,1809,5,26,,NULL,handwerker,Kastelruth__Runggaditsch,Innsbruck__Berg Isel,wunde
1860,Meintinger,Josef v. ,,1809,5,29,,NULL,beamter,Kastelruth__Kastelruth,Innsbruck__Berg Isel,erschossen
1861,Schagguler,Anton,,1809,5,29,,NULL,bauer,Kastelruth__Kastelruth,Innsbruck__Berg Isel,erschossen
1862,Pitscheider,Matth. ,,1809,8,29,,NULL,handwerker,Kastelruth__Wolkenstein,Gossensaß__Mauls,erschossen
1863,Mussner,Dominik,,1809,8,29,,NULL,sonst.,Kastelruth__Wolkenstein,Gossensaß__Mauls,erschossen
1864,Mayr,Anton,,1809,NULL,NULL,,NULL,bauer,Kastelruth__St. Konstant,unknown__Blumau,erschossen
1865,Wellponer,Matthias,,1809,9,NULL,,NULL,sonst.,Kastelruth__Kastelruth,Kastelruth__Kastelruth,wunde
1866,Trocker,Jenewein,,1809,9,NULL,,NULL,handwerker,Kastelruth__Kastelruth,Kastelruth__Kastelruth,wunde
1867,Weissenegger,Mich.,,1809,9,NULL,,NULL,arbeiter,Kastelruth__Obervöls,unknown__Trient,wunde
1868,Kugstatscher,Mich.,,1809,9,NULL,,NULL,sonst.,Kastelruth__Steg,unknown__Trient,erschossen
1869,Tomaseth,Josef,,1809,10,NULL,,NULL,handwerker,Kastelruth__Seis,unknown__Törgele,erschossen
1870,Rier,Michael,,1809,10,NULL,,NULL,bauer,Kastelruth__St. Vigil,unknown__Törgele,erschossen
1871,Psenner,Johann,,1809,4,25,,NULL,arbeiter,Karneid__Karneid,unknown__Rovereto,exekution
1872,Psenner,Peter,,1809,10,NULL,,NULL,arbeiter,Karneid__Karneid,unknown__Lavis,exekution
1873,Resch,Simon,,1809,11,5,,NULL,arbeiter,Karneid__Karneid,Bozen__Bozen,gefallen
1874,Dejori,Bartlmä,,1809,10,12,,NULL,handwerker,Karneid__Welschnofen,Karneid__Welschnofen,wunde
1875,Pichler,Silvester,,1809,10,12,,NULL,arbeiter,Karneid__Welschnofen,unknown__Lavis,erschossen
1876,Gummerer,Josef,,1809,10,NULL,,NULL,arbeiter,Karneid__Welschnofen,unknown__Lavis,erschossen
1877,Psenner,Simon,,1809,10,NULL,,NULL,handwerker,Karneid__Eggenthal,unknown__Alle Laste,erschossen
1878,Santa,Josef,,1810,NULL,NULL,,NULL,student,Karneid__Petersburg,unknown__Mantua,gefang.
1879,Weissensteiner,Bartlmä,,1810,NULL,NULL,,NULL,arbeiter,Karneid__Petersburg,unknown__Mantua,gefang.
1880,Spreng,Anton von,,1810,NULL,NULL,,NULL,beamter,Karneid__Deutschnofen,unknown__Mantua,gefang.
1881,Oberkirchner,Johann,,1809,NULL,NULL,,NULL,arbeiter,Karneid__Deutschnofen,unknown__Trient,gefallen
1882,Kapeller,Anton,,1809,NULL,NULL,,NULL,arbeiter,Karneid__Deutschnofen,unknown__Trient,gefallen
1883,Treffer,Ulrich,,1810,NULL,NULL,,NULL,bauer,Karneid__Deutschnofen,unknown__Elba,gefang.
1895,Weissenegger,Jakob,,1809,NULL,NULL,,NULL,arbeiter,Karneid__Tiers ,unknown__Lavis,gefallen
1902,Wieser,Franz,,1809,NULL,NULL,,NULL,bauer,Neumarkt__Aldein,unknown__in Österreich,wunde
1903,Unterhauser,Thomas,,1809,NULL,NULL,,NULL,arbeiter,Neumarkt__Aldein,unknown__Lavis,gefallen
1904,Wieser,Johann,,1809,NULL,NULL,,NULL,arbeiter,Neumarkt__Aldein,unknown__Lavis,gefallen
1905,Haas,Georg,,1809,5,17,,NULL,arbeiter,Neumarkt__Vomp,unknown__Salurn,wunde
1906,Schwarz,Alois,,1809,10,7,,NULL,beamter,Neumarkt__Fließ,unknown__Trient,gefallen
1907,Gruber,Michael,,1809,10,7,,NULL,handwerker,Neumarkt__Neumarkt,unknown__Trient,gefallen
1908,Ludwig,Johann ,,1809,8,NULL,,NULL,sonst.,Neumarkt__Gfrill,unknown__Moja,gefallen
1909,Tappeiner,Sebastian,,1809,11,16,,NULL,arbeiter,Schlanders__Schlanders,Meran__Meran,erschossen
1910,Ilmer,Johann,,1809,11,16,,NULL,handwerker,Schlanders__Schlanders,Meran__Meran,erschossen
1911,Götsch,Martin,,1809,11,16,,NULL,arbeiter,Schlanders__Schlanders,Meran__Meran,erschossen
1912,Holzknecht,Johann,,1809,11,16,,NULL,arbeiter,Schlanders__Schlanders,Meran__Meran,erschossen
1913,Bachmann,Johann,,1809,11,16,,NULL,handwerker,Schlanders__Schlanders,Meran__Meran,erschossen
1914,Weiglmar,Josef,,1809,11,16,,NULL,sonst.,Schlanders__Schlanders,Meran__Meran,erschossen
1916,Jamassner,Johann,,1809,11,16,,NULL,sonst.,Schlanders__Kortsch,Meran__Meran,erschossen
1917,Horer,Peter,,1809,11,16,,NULL,arbeiter,Schlanders__Kortsch,Meran__Meran,erschossen
1918,Stainer,Matthias,,1809,11,16,,NULL,arbeiter,Schlanders__Kortsch,Meran__Meran,erschossen
1919,Alber,Martin,,1809,11,16,,NULL,sonst.,Schlanders__Kortsch,Meran__Meran,erschossen
1920,Gufler,Martin,,1809,11,16,,NULL,sonst.,Schlanders__Kortsch,Meran__Meran,erschossen
1921,Tratter,Blasius,,1809,11,16,,NULL,handwerker,Schlanders__Kortsch,Meran__Meran,erschossen
1922,Freiseisen,Stephan,,1809,11,16,,NULL,arbeiter,Schlanders__Kortsch,Meran__Meran,erschossen
1924,Altstetter,Thomas,,1809,11,25,,NULL,bauer,Schlanders__Göflan,Schlanders__Göflan,erschossen
1925,Hauser,Nikolaus,,1809,11,18,,NULL,arbeiter,Schlanders__Vezan,Meran__Meran,erschossen
1926,Mair,Josef,,1809,11,18,,NULL,bauer,Schlanders__Schlanders,Meran__Meran,erschossen
1927,Tafatscher,Martin,32,1809,11,16,,NULL,handwerker,Schlanders__Laas,Meran__Meran,erschossen
1928,Ausserer,Johann,,1809,11,16,,NULL,handwerker,Schlanders__Laas,Meran__Meran,erschossen
1929,Radi,Matthias,30,1809,11,16,,NULL,arbeiter,Schlanders__Laas,Meran__Meran,erschossen
1930,Niederfriniger,Matthias,,1809,11,16,,NULL,arbeiter,Schlanders__Laas,Meran__Meran,erschossen
1931,Rapp,Franz,,1809,11,16,,NULL,bauer,Schlanders__Laas,Meran__Meran,erschossen
1932,Tscholl,Georg,,1809,11,16,,NULL,bauer,Schlanders__Laas,Meran__Meran,erschossen
1933,Purz,Valentin,,1809,11,16,,NULL,bauer,Schlanders__Laas,Meran__Meran,erschossen
1934,Blant,Bartlmä,,1809,10,26,,NULL,bauer,Schlanders__Tschengels,Innsbruck__Berg Isel,erschossen
1935,Blant,Jakob,,1809,11,20,,NULL,bauer,Schlanders__Tschengels,unknown__Mölten,erschossen
1936,Frank,Andrä,,1809,11,24,,NULL,bauer,Schlanders__Tschengels,unknown__Jenesien,erschossen
1937,Bircher,Josef,,1809,11,22,,NULL,bauer,Schlanders__Tarsch,Schlanders__Tarsch,wunde
1938,Stecher,Franz,,1809,10,18,,NULL,bauer,Schlanders__Tarsch,unknown__Lavis,erschossen
1939,Bircher,Josef,,1809,11,15,,NULL,bauer,Schlanders__Tarsch,Meran__Passeier,erschossen
1940,Gamper,Josef,,1809,8,9,,NULL,handwerker,Schlanders__Morter,Sterzing__Telfs,erschossen
1941,Pöhli,Andrä,,1809,11,23,,NULL,bauer,Schlanders__Morter,unknown__Terlan,erschossen
1942,Tappeiner,Josef,,1809,8,13,,NULL,handwerker,Schlanders__Goldrain,Innsbruck__Berg Isel,erschossen
1943,Gerstl,Jakob,,1809,11,24,,NULL,bauer,Schlanders__Vorberg,unknown__Jenesien,erschossen
1944,Tscholl,Franz,,1809,10,22,,NULL,bauer,Schlanders__Tarsch,unknown__Bersano,wunde
1951,Gamper,Martin,,1809,8,13,,NULL,bauer,Schlanders__Juval,Innsbruck__Berg Isel,erschossen
1952,Barth,Thomas,,1809,11,20,,NULL,bauer,Schlanders__Tschars,Meran__Meran,erschossen
1953,Santer,Peter,,1809,11,20,,NULL,arbeiter,Schlanders__Staben,Meran__Meran,erschossen
1954,Pfeifer,Peter,,1809,11,16,,NULL,bauer,Schlanders__Schnals,Meran__Meran,erschossen
1955,Santer,Urban,,1809,11,16,,NULL,bauer,Schlanders__Schnals,Meran__Meran,erschossen
1956,Lindenthaler,Paul,,1809,11,16,,NULL,bauer,Schlanders__Schnals,Meran__Meran,erschossen
1957,Gorfer,Georg,,1809,11,16,,NULL,bauer,Schlanders__Schnals,Meran__Meran,erschossen
1958,Dialer,Andreas,,1809,11,16,,NULL,arbeiter,Schlanders__Schnals,Meran__Meran,erschossen
1959,Vent,Matthäus,,1809,NULL,NULL,,NULL,bauer,Schlanders__Mortell,Taufers__St. Johann,erschossen
1960,Oberhofer,Martin,32,1809,11,18,,NULL,arbeiter,Schlanders__Mortell,Meran__Meran,erschossen
1961,Holzer,Christian ,,1809,11,18,,NULL,handwerker,Schlanders__Mortell,Meran__Meran,erschossen
1962,Frey,Michael,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Pens,Innsbruck__Berg Isel,erschossen
1963,Gruber,Johann,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Oberstückl,Innsbruck__Berg Isel,erschossen
1964,Derfler,Jakob,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Oberstückl,Sarnthal__Sarntal,wunde
1965,Hien,Simon,,1809,NULL,NULL,,NULL,sonst.,Sarnthal__unbekannt,Sterzing__Sterzing,erschossen
1966,Nussbaumer,Peter,32,1809,8,17,,NULL,handwerker,Sarnthal__unbekannt,Mieders__Neustift,erschossen
1967,Göller,Johann,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__unbekannt,Mieders__Neustift,erschossen
1968,Moser,Ambros,,1809,NULL,NULL,,NULL,handwerker,Sarnthal__Sarntal,unknown__Trient,vermisst
1969,Gasser,Franz,,1809,NULL,NULL,,NULL,handwerker,Sarnthal__Sarntal,unknown__Trient,vermisst
1970,Regele,Matthias,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Sarntal,unknown__Trient,vermisst
1971,Eschgfeller,Josef,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Sarntal,unknown__Trient,vermisst
1972,Gruber,Matthias,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Sarntal,unknown__Trient,vermisst
1973,Obertimpfler,Jakob,,1809,NULL,NULL,,NULL,bauer,Sarnthal__Sarntal,unknown__Trient,vermisst
1974,Premstaller,Simon,,1809,NULL,NULL,,NULL,arbeiter,Sarnthal__Sarntal,Sarnthal__Sarntal,wunde
1977,Widmann,Johann,28,1809,10,13,,NULL,bauer,Bozen__Kardaun,Bozen__Bozen,wunde
1978,Miller,Franz,33,1809,10,14,,NULL,handwerker,Bozen__Frag,Bozen__Bozen,wunde
1979,Garz,Johann,,1809,11,6,,NULL,bauer,Bozen__Marling,Bozen__Bozen,wunde
1980,Aichner,Matthias,,1809,10,2,,NULL,handwerker,Bozen__Moritzing,unknown__Mantua,gefang.
1981,Staffler,Franz,,1809,10,2,,NULL,sonst.,Bozen__Bozen,Sterzing__Sterzing,wunde
1982,Schrott,Georg,,1809,10,2,,NULL,unbekannt,Bozen__Bozen,unknown__Mantua,gefang.
1983,Oberrauch,Stephan,,1809,10,2,,NULL,handwerker,Bozen__Bozen,unknown__Trient,erschossen
1984,Aichner,Josef,,1809,10,2,,NULL,unbekannt,Bozen__Bozen,unknown__Lavis,erschossen
1985,Rottensteiner,Josef,,1809,10,2,,NULL,unbekannt,Bozen__Bozen,unknown__Corsica,gefang.
1986,Widmann,Stephan,,1809,10,2,,NULL,bauer,Bozen__Bozen,unknown__Lavis,erschossen
1987,Bradlwarter,Josef,,1809,10,2,,NULL,handwerker,Bozen__Bozen,unknown__Lavis,erschossen
1988,Waidacher,Josef,,1809,10,2,,NULL,handwerker,Bozen__Moritzing,unknown__Lavis,erschossen
1989,Schmid,Franz,,1809,NULL,NULL,,NULL,arbeiter,Bozen__Bozen,unknown__Alle Laste,erschossen
1990,Mumelter,Georg,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1991,Thurner,Josef,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1992,Waidacher,Josef,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1993,Lindner,Johann,,1809,12,30,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Mantua,gefang.
1994,Werner,Johann,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1995,Casaletti,Jakob,,1809,NULL,NULL,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Trient,gefang.
1996,Murmelter,Josef,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1997,Steger,Anton,,1809,10,2,,NULL,handwerker,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1998,Schmid,Franz,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
1999,Mooser,Jakob,,1809,10,2,,NULL,handwerker,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
2000,Mayr,Johann,,1809,NULL,NULL,,NULL,handwerker,"Bozen__Gries, LG Bozen",unknown__Mantua,gefang.
2001,Schrott,Georg,,1809,NULL,NULL,,NULL,handwerker,"Bozen__Gries, LG Bozen",unknown__Mantua,gefang.
2002,Söll,Michael ,,1810,NULL,NULL,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Mantua,gefang.
2003,Jenewein,Josef,,1809,10,2,,NULL,arbeiter,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
2004,Gruber,Josef,,1809,10,2,,NULL,handwerker,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
2005,Schlechtleitner,Ant,,1809,10,2,,NULL,bauer,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
2006,Weber,Josef,,1809,10,2,,NULL,arbeiter,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
2007,Pircher,Franz,,1809,10,2,,NULL,arbeiter,Bozen__St. Georgen,unknown__Lavis,erschossen
2008,Regele,Matthias,,1809,NULL,NULL,,NULL,arbeiter,"Bozen__Gries, LG Bozen",unknown__Mantua,gefang.
2009,Mayr,Josef,,1809,10,2,,NULL,handwerker,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
2010,Pfeifer,Josef,,1809,10,2,,NULL,arbeiter,"Bozen__Gries, LG Bozen",unknown__Lavis,erschossen
340,Wollschlager,Bernhart,,1809,5,4,,NULL,bauer,Kufstein__Söll,Kufstein__Kufstein,nahkampf
341,Arb,Nikolaus,,1809,5,9,,NULL,handwerker,Kufstein__Hopfgarten,Kitzbühel__Waidring,erschossen
342,Widmann,Johann,,1809,5,10,,NULL,bauer,Kufstein__Söll,Kufstein__Söll,wunde
344,Marcher,Jakob,,1809,5,13,,NULL,sonst.,Kufstein__Ellmau,Kitzbühel__Kirchdorf,erschossen
345,Kirchdorfer,Johann,,1809,5,13,,NULL,sonst.,Kufstein__Ellmau,Kitzbühel__Waidring,erschossen
346,Anndt,Sebastian,,1809,5,13,,NULL,handwerker,Kufstein__Ellmau,Kitzbühel__Going,nahkampf
347,Werlberger,Michael,,1809,5,14,,NULL,bauer,Kufstein__Wörgl,unknown__Grattenbruck,nahkampf
348,Koller,Petrus,,1809,5,14,,NULL,arbeiter,Kufstein__Wörgl,unknown__Grattenbruck,nahkampf
349,Gasser,Silvester,,1809,5,14,,NULL,handwerker,Kufstein__Wörgl,unknown__Grattenbruck,nahkampf
350,Seißl,Christian,,1809,5,15,,NULL,bauer,Kufstein__Wörgl,unknown__Paß Thurn,nahkampf
351,Weiß,Matthäus,,1809,5,15,,NULL,handwerker,Kufstein__Wörgl,unknown__Unken,erschossen
352,Kainzinger,Gregor,,1809,5,15,,NULL,arbeiter,Kufstein__unbekannt,unknown__Unken,erschossen
353,Klausner,Josef,,1809,6,5,,NULL,bauer,Kufstein__Wörgl,unknown__Unken,erschossen
